22.222,3.9443e-31,0,0.060766,-0.37353
22.218,-0.001839,-8.2153e-05,-0.31021,-0.50752
22.213,-0.0039061,-0.00069053,-0.10766,-0.51824
22.208,-0.004811,-0.00064095,-0.16176,-0.41749
22.204,-0.006245,-0.0016883,-0.088811,-0.31647
22.202,-0.005338,-0.0015642,0.1777,-0.25437
22.199,-0.0027344,-0.00057518,0.26191,-0.2069
22.197,-0.00039129,0.00032799,0.18352,-0.17086
22.196,0.00077356,0.00078723,0.093138,-0.1739
22.194,0.0014268,0.0010175,0.067334,-0.16057
22.192,0.0014582,0.0010287,0.035719,-0.23965
22.189,0.0034147,0.00093919,0.42605,-0.33599
22.186,0.007313,0.0027389,0.27335,-0.38239
22.182,0.0066436,0.0032631,-0.18937,-0.43961
22.177,0.0038025,0.0022537,-0.21289,-0.49458
22.172,0.0014011,0.0014234,-0.16092,-0.57661
22.166,8.9524e-05,0.0011611,-0.062056,-0.57508
22.16,-0.0012277,0.0011565,-0.16732,-0.51258
22.156,-0.0035472,0.00031648,-0.20861,-0.40935
22.152,-0.0047762,-0.00035207,-0.027362,-0.30005
22.149,-0.0042516,-8.2716e-05,0.087864,-0.2374
22.147,-0.0037085,8.3447e-05,0.010143,-0.16735
22.146,-0.003391,-5.9918e-05,0.06955,-0.1111
22.145,-0.0027396,0.00047353,0.046645,-0.12649
22.144,-0.0025038,0.00052944,0.037205,-0.11886
22.142,-0.0021587,0.00014632,0.066246,-0.1447
22.141,-0.00041659,0.00026017,0.30679,-0.16295
22.139,0.0030681,0.0014195,0.34798,-0.188
22.137,0.0044749,0.0023353,-0.026933,-0.22295
22.134,0.0018883,0.0018304,-0.31861,-0.34322
22.131,-0.00034991,0.00051921,-0.014299,-0.38405
22.127,0.0006483,0.00066741,0.13382,-0.39043
22.123,0.0011222,0.00094023,0.0086228,-0.37961
22.119,0.00094865,0.0010236,0.0080793,-0.38024
22.115,0.00052346,0.0010675,-0.049712,-0.42412
22.111,0.00013016,0.00056451,0.066151,-0.37798
22.108,0.0017735,0.00094085,0.22656,-0.27783
22.105,0.0027537,0.0016558,0.0098886,-0.1396
22.104,0.0014306,0.0014735,-0.18992,-0.1061
22.103,-0.00031632,0.00053613,-0.035555,-0.09382
22.103,0.00017544,0.00078435,0.066474,-0.046614
22.102,-0.00024983,0.001,-0.10581,-0.012273
22.102,-0.0017277,0.00034396,-0.1087,-0.023918
22.102,-0.0016401,-0.00010729,0.11591,0.015678
22.102,-0.00061499,0.00069953,0.041649,-0.042723
22.101,-0.001089,0.00058834,-0.064516,-0.11172
22.1,-0.00073823,0.00010799,0.19182,-0.16135
22.098,0.0019706,0.001139,0.27799,-0.21201
22.096,0.0025331,0.0018845,-0.12115,-0.28379
22.093,0.00024863,0.00081053,-0.13987,-0.30005
22.089,0.00073564,0.00058685,0.21774,-0.3213
22.086,0.0025304,0.0016621,0.11298,-0.32279
22.083,0.002012,0.0017242,-0.11012,-0.31934
22.08,0.00039146,0.0012169,-0.1094,-0.24118
22.079,-0.000348,0.0008223,0.012332,-0.074942
22.079,7.6796e-05,0.00070414,0.084697,0.070227
22.08,0.00072404,0.001111,0.067429,0.12244
22.081,0.00042305,0.0014381,-0.10466,0.092926
22.082,-0.0013628,0.00073061,-0.11871,0.12469
22.083,-0.0013997,0.00025044,0.10887,0.1485
22.084,-0.00026345,0.00057977,0.090404,0.10725
22.085,-0.00030976,0.00084437,-0.063546,0.0652
22.086,-0.0014529,0.00065209,-0.1189,0.018516
22.086,-0.0025019,7.1362e-05,-0.033659,-0.029339
22.085,-0.0021003,5.1029e-05,0.078193,-0.050142
22.085,-0.0012851,0.00011941,0.11324,-0.07697
22.084,0.00048493,0.00017308,0.25268,-0.095937
22.083,0.0029352,0.0014509,0.20247,-0.17261
22.081,0.0024291,0.0020916,-0.22316,-0.19461
22.079,-0.0007455,0.0005815,-0.22714,-0.204
22.077,-0.00090052,-0.00019303,0.18708,-0.18333
22.076,0.0014585,0.00089594,0.21057,-0.05684
22.075,0.0016459,0.0013896,-0.12143,0.02284
22.076,4.2356e-05,0.00060661,-0.082985,0.046677
22.077,-0.00054853,0.00053918,-0.052907,0.12155
22.078,-0.0010483,0.00028431,-0.012226,0.12859
22.079,-0.0010841,0.0002114,0.0021536,0.20962
22.082,-0.00098402,6.144e-05,0.049268,0.31189
22.085,-0.00010388,7.2546e-05,0.095103,0.23326
22.087,0.00012488,0.00043069,-0.057808,0.13129
22.088,-0.0011857,0.00039085,-0.14718,0.14292
22.089,-0.0025031,-0.00016402,-0.12542,0.14157
22.091,-0.0037383,-0.00079574,-0.12154,0.088489
22.091,-0.0041318,-0.0010471,0.018698,0.027007
22.091,-0.0031548,-0.00057855,0.10968,-0.0075522
22.091,-0.0027044,-5.0636e-05,-0.049655,-0.022314
22.091,-0.0039267,-0.00078529,-0.13946,-0.087011
22.09,-0.0040962,-0.0010018,0.073081,-0.055401
22.09,-0.0034057,-0.00027263,-0.019475,-0.0023373
22.09,-0.0040821,-0.0006088,-0.075082,0.11878
22.092,-0.0039072,-0.0010441,0.097904,0.20454
22.094,-0.0017631,-0.00022984,0.2368,0.23433
22.097,-0.00011751,0.00058577,0.051541,0.28778
22.1,-0.0011864,0.00030709,-0.21084,0.28561
22.102,-0.0028849,-0.00046188,-0.074036,0.26654
22.105,-0.002691,-0.0004413,0.058637,0.32014
22.108,-0.0018977,-0.00017554,0.06478,0.19673
22.109,-0.0019953,8.1696e-05,-0.12197,0.065578
22.11,-0.0045223,-0.00031839,-0.35561,0.084728
22.111,-0.0073817,-0.001742,-0.17207,0.12301
22.111,-0.0067742,-0.0020061,0.15866,-0.00034372
22.111,-0.0048399,-0.00088611,0.087108,-0.0079895
22.111,-0.0051383,-0.00066315,-0.14559,-0.017671
22.111,-0.0061082,-0.0016608,-0.023342,0.07296
22.112,-0.0037242,-0.0015457,0.40846,0.11561
22.114,5.9562e-05,0.00049757,0.18772,0.13044
22.115,-0.00038094,0.00058237,-0.15457,0.11934
22.116,-0.0020436,-0.00033127,-0.14358,0.17299
22.118,-0.0025279,-0.00066017,0.036345,0.18654
22.12,-0.0016486,-0.00013148,0.073932,0.24209
22.123,-0.0013545,-0.00048244,0.0051119,0.28069
22.126,-0.00072749,-0.00052857,0.06264,0.3685
22.13,-0.0012398,0.00018643,-0.21256,0.35696
22.133,-0.0045015,-0.00057811,-0.38309,0.31744
22.137,-0.0075775,-0.0020873,-0.22546,0.3351
22.14,-0.0070035,-0.0025749,0.20866,0.32797
22.143,-0.0040213,-0.0015373,0.21496,0.28711
22.146,-0.0024559,-0.00069548,0.038873,0.23987
22.148,-0.0029227,-0.00079125,-0.12216,0.1671
22.149,-0.0034,-0.0012472,0.027109,0.15108
22.151,-0.0017706,-0.001087,0.21855,0.12729
22.151,0.00031914,-0.00024723,0.096228,0.025173
22.151,-0.00028925,0.00011797,-0.19188,-0.026986
22.151,-0.0022201,-0.0008706,-0.15415,-0.013807
22.152,-0.0021248,-0.0014674,0.13537,0.15666
22.154,0.00042677,-0.00058387,0.22188,0.21237
22.156,0.0010148,0.00031119,-0.13315,0.13647
22.158,-0.0014398,-0.00064415,-0.28593,0.24519
22.161,-0.002032,-0.0019714,0.1903,0.37818
22.165,0.0018064,-0.00064226,0.35673,0.41838
22.169,0.00336,0.00060503,-0.072605,0.40556
22.173,0.00078302,-0.00012208,-0.35752,0.34764
22.176,-0.0016827,-0.0014528,-0.10744,0.33247
22.179,-0.00080788,-0.0013696,0.15468,0.28538
22.182,0.0011736,-0.00086935,0.15693,0.24023
22.184,0.0022037,-0.00032217,0.014523,0.18654
22.185,0.0021296,-0.00032967,-0.036223,0.1161
22.186,0.001026,-0.00040805,-0.2014,0.081861
22.187,-0.00066568,-0.0012653,-0.096337,0.10445
22.188,7.557e-05,-0.0014646,0.14625,0.065165
22.189,0.001407,-0.00078647,0.021394,0.10896
22.19,0.0011022,-0.00069214,-0.071807,0.078892
22.192,0.00046118,-0.00078035,-0.093276,0.20911
22.194,-5.8167e-05,-0.001197,-0.0173,0.25489
22.196,0.00061634,-0.0012904,0.066489,0.25382
22.2,0.0017748,-0.0009194,0.10572,0.38556
22.203,0.0020307,-0.00026893,-0.15046,0.32374
22.206,-0.00059824,-0.0010497,-0.3112,0.23784
22.209,-0.0017106,-0.0019821,0.064181,0.25289
22.211,0.0007531,-0.0012678,0.23165,0.26444
22.214,0.0015334,-0.00032411,-0.16178,0.26107
22.216,-0.0012256,-0.0011894,-0.27057,0.21038
22.218,-0.001468,-0.0019757,0.13036,0.21784
22.22,0.00083948,-0.001327,0.22726,0.17301
22.222,0.0029838,-0.00040447,0.12399,0.17409
22.223,0.0033389,-0.0001689,-0.040605,0.12637
22.225,0.0027208,-0.00022944,-0.074001,0.11644
22.225,0.0022852,-0.00052508,-0.0085609,0.051118
22.226,0.0026899,-0.0005388,0.02156,0.13965
22.228,0.0018094,-0.00039864,-0.20677,0.17529
22.23,6.8079e-05,-0.00098097,-0.098086,0.26425
22.233,-0.00011135,-0.0013407,-0.020884,0.2404
22.235,0.00029189,-0.0015123,0.066584,0.2712
22.238,0.0015386,-0.00082583,0.085306,0.3409
22.241,0.001776,-0.00060695,-0.084169,0.24805
22.243,0.00027478,-0.00081779,-0.2225,0.16086
22.245,-0.0018005,-0.0012177,-0.21714,0.21651
22.248,-0.0027735,-0.0022095,0.0034117,0.28915
22.25,-0.00035664,-0.0019512,0.32591,0.25531
22.253,0.0029593,-0.00023081,0.19522,0.25814
22.255,0.0027467,9.1653e-05,-0.17112,0.2051
22.257,0.0014631,-0.00071597,-0.02629,0.18059
22.259,0.0021289,-0.00065202,0.094604,0.15123
