33.333,0,0,0.060766,-0.84471
33.325,-0.0018669,-5.6822e-05,-0.31642,-0.93754
33.315,-0.0045586,-0.00038488,-0.23588,-0.90954
33.307,-0.0062474,-0.0016444,-0.13959,-0.81397
33.299,-0.0053449,-0.002142,0.22042,-0.70097
33.293,-0.0014071,-0.00082812,0.35977,-0.56906
33.287,0.0011955,0.00021917,0.12164,-0.48477
33.282,0.0012663,-0.00014947,0.044327,-0.51628
33.277,0.0044975,0.00022168,0.47643,-0.51094
33.272,0.0074603,0.0021831,0.14686,-0.51303
33.266,0.0056721,0.0021622,-0.28936,-0.67723
33.259,0.0028182,0.001049,-0.12717,-0.75969
33.251,0.0018076,0.0007448,-0.055253,-0.78443
33.243,0.00099592,0.0004608,-0.051466,-0.80071
33.235,0.00063478,0.00049774,-0.012131,-0.8137
33.227,0.0004026,0.00053099,-0.019475,-0.80748
33.219,-0.00026258,0.00080015,-0.02878,-0.79343
33.211,-0.00062853,0.00023474,0.009702,-0.75194
33.205,0.0011331,0.00027036,0.35233,-0.63509
33.199,0.0037793,0.0019999,0.09153,-0.53964
33.193,0.0015357,0.0017315,-0.23145,-0.49715
33.189,0.00030118,0.00074867,0.044288,-0.42451
33.185,0.0012438,0.00075458,0.15858,-0.37052
33.181,0.0019313,0.0013306,0.031651,-0.44952
33.176,0.0022727,0.0012191,0.1466,-0.46777
33.172,0.0028896,0.0016444,0.025261,-0.47491
33.166,0.0012323,0.0012421,-0.15371,-0.5554
33.161,0.00015932,0.0010221,-0.045737,-0.55782
33.155,-0.0010091,0.00074406,-0.12468,-0.58608
33.15,-0.0017806,7.0886e-05,-0.0062902,-0.5479
33.144,-0.00206,0.000245,-0.032514,-0.54699
33.139,-0.0014923,1.9223e-05,0.19413,-0.52696
33.133,0.00041281,0.00098731,0.076123,-0.53163
33.128,-0.00082291,0.00039732,-0.11286,-0.48525
33.124,-0.00042571,0.00044589,0.17986,-0.47257
33.119,0.00088818,0.0011349,0.066817,-0.48078
33.114,0.00025101,0.0010412,-0.052918,-0.39026
33.111,0.0001343,0.00057849,0.092241,-0.28882
33.108,0.0011914,0.0012738,0.093863,-0.31901
33.105,0.00074116,0.0013365,-0.013283,-0.25858
33.103,0.00078403,0.00096679,0.074463,-0.22468
33.101,0.00078391,0.0011217,-0.021635,-0.19021
33.099,-0.00023816,0.0011377,-0.067053,-0.17946
33.097,-0.00080908,0.00088167,0.0081536,-0.11794
33.096,-0.00013855,0.00025803,0.19701,-0.10085
33.095,0.002288,0.0014904,0.2242,-0.18283
33.093,0.001447,0.0020358,-0.23023,-0.25929
33.09,-0.00064274,0.00062452,-0.001279,-0.31234
33.087,0.00059598,0.00090956,0.18432,-0.32743
33.083,0.0014839,0.0014671,0.051977,-0.40915
33.079,0.00053738,0.0014435,-0.070051,-0.46018
33.074,-0.00020803,0.0010603,0.0064518,-0.34133
33.072,0.00033358,0.00086747,0.14334,-0.26394
33.069,0.00061972,0.0015551,-0.055581,-0.25016
33.067,-0.0011089,0.0016954,-0.14541,-0.030844
33.067,-0.0034494,0.00070619,-0.21076,-0.00046082
33.068,-0.0046365,-0.00012334,0.038906,0.071316
33.069,-0.0036727,0.00063627,0.064233,0.061839
33.069,-0.0044859,0.00034919,-0.13159,0.04217
33.07,-0.005984,0.00010949,-0.13331,0.073904
33.071,-0.0065245,-0.00044234,0.02263,0.12092
33.072,-0.0049444,-5.1246e-05,0.23607,0.052804
33.072,-0.0034325,0.00082408,-0.0093047,0.044992
33.072,-0.0050657,0.00039047,-0.16587,0.010402
33.073,-0.0056081,8.706e-05,0.10661,-0.086394
33.07,-0.0043891,0.0009388,0.030464,-0.24655
33.069,-0.0065873,0.00050531,-0.29837,-0.16732
33.066,-0.0079482,-0.00072251,0.057151,-0.31043
33.063,-0.006394,0.00011971,0.12283,-0.31576
33.06,-0.006148,3.7037e-06,0.012812,-0.2006
33.058,-0.0045006,0.00040452,0.24587,-0.19812
33.056,-0.0032103,0.0013979,0.046816,-0.23909
33.054,-0.004658,0.0010241,-0.16882,-0.25822
33.051,-0.0054352,0.00068714,0.091588,-0.17566
33.05,-0.003881,0.00063597,0.19668,-0.00023002
33.051,-0.0040981,0.0015801,-0.2148,0.13022
33.053,-0.008123,0.00080161,-0.41978,0.25582
33.056,-0.010359,-0.0009779,0.021921,0.38757
33.06,-0.0082257,-0.0007216,0.25438,0.38548
33.064,-0.0068979,0.00025331,-0.033936,0.30069
33.067,-0.0076274,-2.8828e-05,-0.010632,0.31672
33.069,-0.0068221,-1.6507e-05,0.073639,0.088833
33.069,-0.0073324,5.358e-05,-0.14161,-0.095756
33.068,-0.0080212,-0.00077649,0.069136,-0.043492
33.066,-0.0060114,-3.0118e-06,0.16939,-0.25966
33.063,-0.0062125,0.00024502,-0.1554,-0.28816
33.061,-0.0062161,-0.00075278,0.19389,-0.2403
33.059,-0.0036806,0.00053165,0.17025,-0.24671
33.056,-0.0045573,0.00078533,-0.23476,-0.1998
33.055,-0.0064436,-0.00029746,-0.037048,-0.11905
33.054,-0.0048695,-0.00035468,0.24163,-0.026859
33.054,-0.0029265,0.00057691,0.091163,0.0061096
33.055,-0.0043201,0.00062221,-0.25533,0.15955
33.056,-0.0058423,-0.00054183,0.0052853,0.18802
33.058,-0.0050694,-0.00044242,0.061549,0.19764
33.06,-0.0048281,3.1035e-05,-0.048375,0.25585
33.063,-0.0053624,-0.00031015,-0.035775,0.14797
33.065,-0.0051702,-0.00076483,0.06079,0.26127
33.066,-0.0052305,-0.00030659,-0.17376,0.041371
33.066,-0.0071064,-0.0011073,-0.097079,-0.011761
33.066,-0.0058689,-0.00094147,0.13643,-0.056196
